,Hotel_Name,festac,Address,Cost,Property_type,Likes,Rating,Review
742,Be Happy Hotel,Ikorodu,"Ikorodu, Lagos - 39, Ijede Road, Itamaga, Ikorodu, Lagos ","₦2,500",Be Happy Hotel,218,7.2 Very Good,From 1 review
743,Ken Dallas Hotel,Alimosho,"Alimosho, Lagos - 7/11 Oladun Street, Off Lasu/Idimu Road.","₦6,000",Hotel,38,6.1 Very Good,From 3 reviews
744,Aso-Rock Hotel ,Alimosho,"Alimosho, Lagos -  37 Abaranje Road Ikotun, Alimosho Lagos ","₦7,000",Hotel,425,NA,NA
745,Down Town Hotels And Suites,Victoria Island,"Victoria Island, Lagos - 21 Akarigbere Close, Off Ibiejo Street, Victoria I...","₦35,000",Hotel,1704,6.9 Very Good,From 45 reviews
746,Signature Suites ,Victoria Island,"Victoria Island, Lagos - 23, Younis Bashorun Street, Behind Zenith Bank (He...",NA,Hotel,787,6.5 Very Good,From 34 reviews
747,LekkiAstor Tourist Inn,Lekki ,"Lekki , Lagos - Plot 115 Ayo Babatunde Cresent, Off Frank Kuboye O...","₦15,000",Hotel,430,6.7 Very Good,From 7 reviews
748,Upper Class Suites,Ikoyi,"Ikoyi, Lagos - 6A, Olufemi Pedro Street, Parkview Estate",NA,Hotel,361,NA,NA
749,Queen Park International Hotel ,Ikeja,"Ikeja, Lagos - 335 Adeyemi Akapo Street Omole Phase 1","₦7,000",Hotel,257,NA,NA
750,Supreme Suite Ikeja Formerly (Kensington Suite),Ikeja,"Ikeja, Lagos - 35 Ogundana Street, Off Allen Avenue.","₦10,000",Supreme Suite Ikeja Formerly (Kensington Suite),255,NA,NA
751,Rochester Garden,Festac,"Festac, Lagos - 4th Avenue 41 Road Junction","₦7,000",Hotel,216,NA,NA
752,Selino Suites Limited,Surulere,"Surulere, Lagos - Plot 50, Babs Animashaun Extension, Opposite Fount...","₦15,000",Hotel,194,7.0 Very Good,From 7 reviews
753,Days Inn & Towers Hotel,Ikeja,"Ikeja, Lagos - 16 Babatunde Ladega Street Omole Estate","₦7,000",Hotel,162,6.5 Very Good,From 3 reviews
754,Spring Link Hotel (Formerly De Ritz Hotel),Ikeja,"Ikeja, Lagos - 4 Tiwalade Close Off Allen Avenue","₦16,000",Hotel,160,NA,NA
755,Linas Suites Limited,Festac,"Festac, Lagos - Plot 793 Raji Rasak Phase 2 Junction Festac-Amuwo ...","₦9,000",Hotel,146,NA,NA
756,BVK Hotel And Suite,,", Lagos - 2,Olusesan Adetula Street Off Okalawon Ajayi,masha...","₦12,500",Hotel,142,NA,NA
757,Federal Science & Technology College Guest House,Yaba,"Yaba, Lagos - Quarter 30 Federal Science & Technology College Gu...","₦4,500",Guest House,140,6.0 Very Good,From 1 review
758,Lekki Miami Beach Resort Ltd,Lekki / Ajah ,"Lekki / Ajah , Lagos - Alpha Beach Road Owo-nikoko Bus Stop Okun Ajah Lag...","₦20,000",Hotel,120,NA,NA
759,SP Continental Hotel,Ebute Metta,"Ebute Metta, Lagos - 55 Park Street, Off Apapa Road","₦6,000",Hotel,107,6.7 Very Good,From 2 reviews
760,Foramot Suites,Ikeja,"Ikeja, Lagos - 22B, Akin Osiyemi Street, Off Allen Avenue ","₦12,000",Hotel,105,NA,NA
761,Etal Hotel And Halls,Apapa,"Apapa, Lagos - 1-16 Ede Street, Off Kofo Abayomi Street Apapa Wha...","₦23,275",Hotel,97,NA,NA
762,De Boss Deluxe Hotel ,Ajao Estate,"Ajao Estate, Lagos - 18 / 20 Adekunle Akala Street Off Muritala Muhamme...","₦50,000",Hotel,95,NA,NA
763,HOTEL DE EMMANUELLA,Ikotun,"Ikotun, Lagos - 5 Oluwalose Street,Off Aberanje Road, Ikotun,Lagos...","₦4,500",Hotel,95,NA,NA
764,Galpin Suites Limited,Victoria Island,"Victoria Island, Lagos - 55c, Adebisi Omotola Close, Off Samuel Adedoyin St...","₦25,000",Hotel,92,NA,NA
765,Senators Suites Hotel ,Ikeja,"Ikeja, Lagos - 2 Ali Adesanya Street, Opposite Mr Biggs Ojodu","₦7,700",Hotel,82,NA,NA
766,Pleasant Hotel ,Yaba,"Yaba, Lagos - Plot 45, Karimu Ikotun Close, Sabo","₦6,000",Pleasant Hotel ,73,NA,NA
767,Croydon Hotels Limited ,Oshodi Isolo,"Oshodi-Isolo, Lagos - 61 Lateef Aragbe Street Ago Palace Way Okota Oshod...","₦5,000",Croydon Hotels Limited ,67,NA,NA
768,Somerset Court ,Ikoyi,"Ikoyi, Lagos - No 2, Asejire Close, Osborne Phase 1, Ikoyi, Lagos","₦39,500",Hotel,66,NA,NA
769,Spicery Hotel,Lekki,"Lekki, Lagos - Plot 40, Mabogunje Street, Off City Of David,  Oni...",NA,Hotel,64,6.1 Very Good,From 3 reviews
770,Hotel Exotic,Festac,"Festac, Lagos - Plot 212 Amuwo-Odofin Festac Access Road.","₦7,500",Hotel,64,NA,NA
771,Great Wall Apartments,Magodo GRA 2,"Magodo GRA 2, Lagos - No 2 Bashiru Shittu Street, Magodo GRA Phase 2, Ik...","₦17,000",Apartment,60,NA,NA
772,Twist Hotels And Lounge,Ikeja,"Ikeja, Lagos - 42 Budland  Street, Omole I - Ojodu,Ikeja","₦15,000",Boutique Hotel,58,NA,NA
773,Adoff International Hotel,Iba,"Iba, Lagos - 6/7, Adoff Close, Adoff Bus Stop, Iba, Lagos State...",NA,Hotel,49,NA,NA
774,Apartment 203,Victoria Island,"Victoria Island, Lagos - Cluster D, Block D5, Flat 203, 1004 Estate","₦35,150",Hotel,49,NA,NA
775,Grand Capital Hotel,Ikoyi,"Ikoyi, Lagos - No 48 Ribadu Road Off Awolowo Road, Next To State ...","₦28,000",Hotel,49,NA,NA
776,Polcoop Guest House (Police Cooperative Guest House),Idimu,"Idimu, Lagos - 14 A/B Goodluck Jonathan Housing Estate, Pipeline ...","₦6,000",Hotel,43,NA,NA
777,Toly Palace Hotel,Ejigbo,"Ejigbo, Lagos - 1, Biliaminu Street, Opposite NNPC Depot, Ejigbo",NA,Hotel,36,NA,NA
778,Britannia Hotel And Suites,Ajao Estate,"Ajao Estate, Lagos - 18, Asa Afariogun Street, Off Osolo Way","₦15,000",Hotel,30,NA,NA
779,Lofenjack Apartments,Lekki Epe ,"Lekki-Epe , Lagos - House 24A, Road 16, Lekki County Home, Ikota, Lekk...","₦15,000",Apartment,28,NA,NA
780,Hotel Exotic Limited ,Amuwo Odofin,"Amuwo-Odofin, Lagos - Plot 2261, Block 35, Abiodun Lawson Crescent, Amuw...","₦5,000",Hotel Exotic Limited ,23,NA,NA
781,2 Bedroom Serviced Apartment At 1004 Estate VI (Cluster B),Victoria Island,"Victoria Island, Lagos - Cluster B, 1004 Estate, Victoria Island","₦44,000",Apartment,17,NA,NA
782,SBI Hotels Limited,Ajah,"Ajah, Lagos - Plot 1 Alfal Bus Stop Sangotedo Epe Express Way","₦10,000",Hotel,265,6.3 Very Good,From 5 reviews
783,Hotel Lawa,Ebute Metta,"Ebute Metta, Lagos - 312, Borno Way, Alagomeji. Ebute-Metta.","₦8,500",Hotel,253,6.4 Very Good,From 6 reviews
784,Rex Hotel,Orile,"Orile, Lagos - 43 Coker Road, Coker Village Orile Iganmu.","₦2,700",Rex Hotel,118,6.0 Very Good,From 1 review
785,Sun Heaven Hotels And Resort Lekki,Lekki Phase 1,"Lekki Phase 1, Lagos - Plot 8, Admiralty Road, Lekki Phase 1","₦33,000",Hotel,201,7.5 Very Good,From 3 reviews
786,Motun International Hotel Limited ,Lagos Island,"Lagos Island, Lagos - 6/8, Abolaji Bamidele Street, Off Egbado Road, Dal...","₦5,000",Hotel,235,NA,NA
787,"ATLANTIC HOTEL AND SUITES, IKEJA",Ikeja,"Ikeja, Lagos - 84 Oduduwa Crescent, GRA, Ikeja Ikeja GRA","₦36,300",Hotel,177,NA,NA
788,Balywhite 69 Hotel Limited ,Mushin,"Mushin, Lagos - 69, Ladipo Street, Papa Ajao","₦2,700",Hotel,105,NA,NA
789,Wonderland Hotel ,Ogba,"Ogba, Lagos - 26, Shonola Street, Off Aguda",NA,Hotel,116,NA,NA
790,Luyan Motel,Ayobo,"Ayobo, Lagos - 268, Ipaja Road, Ayobo Ipaja",NA,Luyan Motel,69,NA,NA
791,Hotel Ibis Royale,Ajao Estate,"Ajao Estate, Lagos - 41, Murtala Mohammed International Airport Road,  ...","₦13,000",Hotel,3469,6.8 Very Good,From 66 reviews
792,Parktonian Hotels Lagos,Lekki,"Lekki, Lagos -  KM 14 Lekki-Epe Expressway, Ikate, Lekki","₦30,000",Budget Hotel,832,NA,NA
793,Admiralty Residency Hotel,Lekki,"Lekki, Lagos - 1B, Tourism Road Admiralty Estate Off Alpha Beach ...","₦16,100",Hotel,638,6.4 Very Good,From 24 reviews
794,Airport Transit,Ajao Estate,"Ajao Estate, Lagos - 20 Fatai Irawo Street","₦11,225",Hotel,222,NA,NA
795,AES Apartments ,Amuwo Odofin,"Amuwo-Odofin, Lagos - Plot 2204 Eugene Ndubuisi Close, Lily Estate, By T...","₦12,000",Apartment,203,7.8 Very Good,From 4 reviews
796,Peninsula Resort,Ajah,"Ajah, Lagos - KM 25 Lekki/Epe Expressway","₦22,000",Resort,164,NA,NA
797,Zaaz Hotels Ltd,Ikeja,"Ikeja, Lagos - 4 Allen Avenue ","₦20,000",Hotel,164,NA,NA
798,Paradise Suite,Ikorodu,"Ikorodu, Lagos - Beside Mama Nurse House, Omoleye Bus Stop, Off Deb...","₦2,500",Hotel,153,NA,NA
799,The Ambassadors Hotel,Ikoyi,"Ikoyi, Lagos - No.16/24 Okotie Eboh Street, Ikoyi","₦27,600",Hotel,144,NA,NA
800,Egbe Bridge Hotels ,Ejigbo,"Ejigbo, Lagos - 172/174 Isolo Road Cele Bus Stop","₦3,000",Hotel,116,NA,NA
801, De Picadelli Int'l Hotel Ltd,Ikeja,"Ikeja, Lagos - 2, Oliyide Street, Off Unity Road","₦10,000",Hotel,107,NA,NA
802,The African Garden Lodge,Ikeja,"Ikeja, Lagos - 418 Omofade Crescent, Omole Phase 1","₦13,000",Hotel,97,6.3 Very Good,From 3 reviews
803,Hallmark Suites ,Lekki,"Lekki, Lagos - Plot 9 African Lane","₦16,500",Hotel,95,NA,NA
804,Eeyilobe Guest House,Ikeja,"Ikeja, Lagos - 6 B,Makinde Street Off Obafemi Awolowo Way, CBD, A...","₦12,000",Hotel,92,7.8 Very Good,From 3 reviews
805,Beverly Suites,Surulere,"Surulere, Lagos - Plot 14, Adelabu Street, Off Masha","₦13,000",Hotel,86,NA,NA
806,Savy Hotel,Badagry,"Badagry, Lagos - 01, Sarah Kebbi Close, Off Badagry Expressway, Oko...","₦2,000",Hotel,82,NA,NA
807,Chatwell Hotel,Maryland,"Maryland, Lagos - 1 Ben Ohale Drive, Down Igidi Street, Off Ajose St...","₦10,000",Hotel,71,7.8 Very Good,From 2 reviews
808,The Hotel Pillars International ,Ikeja,"Ikeja, Lagos - 57 Old Ewu Road, Off M/M International Airport","₦7,125",Hotel,53,NA,NA
809,Heritage Suites And Apartments 1,Isheri Oke,"Isheri Oke, Lagos - 35, Ogun River Road","₦10,000",Hotel,45,NA,NA
810,Stadium Hotel,Surulere,"Surulere, Lagos - 27/33, Iyun Road, (Close To Hogan Bassy Crescent) ...","₦9,190",Hotel,43,NA,NA
811,Day By Day Hotel,Ipaja,"Ipaja, Lagos - 260, Old IPaja Road, Alagba Bustop","₦8,500",Hotel,41,NA,NA
812,Bomario Suites,Isolo,"Isolo, Lagos - 27 Okecho Street Ire Akari","₦7,000",Hotel,41,NA,NA
813,Ambience Hotel And Resort,Magodo,"Magodo, Lagos - 23, Adekunle Banjo Street, Magodo, Phase II Gra., ...","₦18,000",Hotel,40,NA,NA
814,Alpha Mega Suites,Festac,"Festac, Lagos - 21 Road, Y Close",NA,Hotel,38,NA,NA
815,Estybum Hotel,Idimu,"Idimu, Lagos - 23, Liasu Road, Off Ikotun-Idimu Road, Egbe","₦2,000",Hotel,38,NA,NA
816,Jikolat Hotel,Ikotun,"Ikotun, Lagos - 61/62 Okemoye Street, Fagbile Estate Isheri Oshun-...","₦6,000",Hotel,34,NA,NA
817,Fola's Place Apartments,Ikeja,"Ikeja, Lagos - Omole Phase 2 Estate, Ikeja, Lagos","₦40,000",Hotel,28,NA,NA
818,The Gilgal ,Lekki Phase 1,"Lekki Phase 1, Lagos - Lekki Phase 1","₦130,000",Apartment,27,NA,NA
819,Owee's Place (Formerly Hillberry Suites),Isolo,"Isolo, Lagos - 9-11 Bayo Oyewole St,balogun B/stop, Ago Palace Wa...","₦12,000",Hotel,25,NA,NA
820,Zacbam Place,Ikotun,"Ikotun, Lagos - 11/13, Agbaje Street, Off Ijegun Road","₦5,000",Hotel,21,NA,NA
821,Apartment 212,Victoria Island,"Victoria Island, Lagos - Block D5, Flat 212, 1004 Estate ","₦35,150",Hotel,21,NA,NA
822,Strathaven,Lekki Phase 1,"Lekki Phase 1, Lagos - 1 Mayaki Usman Street","₦35,000",Hotel,17,NA,NA
823,FUSION APARTMENT,Ikeja,"Ikeja, Lagos - 5, ISAAC JOHN STREET, GRA IKEJA, LAGOS","₦31,500",Hotel,15,NA,NA
824,Papisco Hotel,Alimosho,"Alimosho, Lagos -  Bp 18, Federal Low Cost Housing, Shagari Estate, ...","₦7,000",Hotel,218,NA,NA
825,Bradford Hotels Limited,Alagbado,"Alagbado, Lagos - 2, Church Street, Oko Filling Junction, Ilapo Alag...","₦11,000",Hotel,134,NA,NA
826,Bayview Hotel,Ikeja,"Ikeja, Lagos - 45 Ajayi Road, Oke Ira, Ogba","₦4,000",Budget Hotel,441,NA,NA
827,Ayedere Hotel,Ketu,"Ketu, Lagos - 527, Ikorodu Road, Ketu, Lagos State, Nigeria.","₦3,000",Ayedere Hotel,92,NA,NA
828,Jocason Hotel,Mushin,"Mushin, Lagos - Phase 11 51 Adebayo  Street Opposite Isolo Road","₦9,000",Hotel,263,7.4 Very Good,From 7 reviews
829,Radisson Blu Anchorage Hotel,Victoria Island,"Victoria Island, Lagos - 1A Ozumba Mbadiwe Avenue","₦117,840",Hotel,739,7.7 Very Good,From 8 reviews
830,Zest International Hotel,Yaba,"Yaba, Lagos - 12 Saint Finbarr's College Road, Akoka","₦6,500",Hotel,687,NA,NA
831,Feli Gold Hotel,Ajao Estate,"Ajao Estate, Lagos - 6 Nwobodo Eze Street, Beside Eleganza Company",NA,Hotel,637,6.5 Very Good,From 7 reviews
832,Peridot Hotel ,Festac,"Festac, Lagos - Lake View Phase 1 Plot 1D 3643 By Ican Center.","₦9,000",Budget Hotel,443,6.5 Very Good,From 10 reviews
833,Regia Luxuria Hotel ,Iyana Ipaja,"Iyana-Ipaja, Lagos -  52/54,Alimosho Road By Alagutan Bus Stop, Off Iya...","₦15,000",Hotel,402,6.7 Very Good,From 9 reviews
834,Abidap Hotels,Ipaja,"Ipaja, Lagos - 5/7 Dh Street Behind Federal Low Cost Housing Esta...",NA,Hotel,216,6.2 Very Good,From 6 reviews
835,Sikky Rolex Hotel,Gbagada,"Gbagada, Lagos - 25 Ayodele Oke Owo Street, Near Deeper Life.","₦6,000",Hotel,207,6.2 Very Good,From 8 reviews
836,Homegate Hawker Resort,Lekki,"Lekki, Lagos - Plot 6, Babafemi Osoba Crescent, Off Admiralty Roa...","₦23,650",Hotel,194,NA,NA
837,Chopsticks Cuisine Emperor Hotels ,Ikeja,"Ikeja, Lagos - 2B Sule Abuka Street, Off Opebi Road","₦8,000",Hotel,188,NA,NA
838,Promise Land Hotels Limited,Amuwo Odofin,"Amuwo-Odofin, Lagos - 1B, Badagry Expressway , Maza Maza Bus-Stop, Amuwo...","₦5,000",Hotel,186,NA,NA
839,Elomaz Hotel Limited,Ikeja,"Ikeja, Lagos - 3/5, Immanuel Street, Off Mobolaji Bank Anthony Wa...",NA,Budget Hotel,172,7.6 Very Good,From 8 reviews
840,Sharrylesh Hotel,Ebute Metta,"Ebute Metta, Lagos - 29, Vaughan Street, Ebute Meta Street, West Apapa ...","₦7,830",Hotel,153,6.4 Very Good,From 1 review
841,Sunderland Hotel,Surulere,"Surulere, Lagos - 54 Odiche Street , Coker","₦3,500",Sunderland Hotel,142,NA,NA
842,De-Next Hotel Limited ,Lagos Island,"Lagos Island, Lagos - 41 Kosofe Street Oke- Arin","₦5,000",Hotel,140,NA,NA
843,RBT LODGE,Festac,"Festac, Lagos -  NO 100, FESTAC LINK BRIDGE, AMUWO ODOFIN, LAGOS S...","₦12,000",Hotel,133,NA,NA
844,General Kenneth Minimah Executive Hostel,Surulere,"Surulere, Lagos - Beside Old Skool Spot, Boxing Federation Complex, ...",NA,Hostel,125,7.0 Very Good,From 5 reviews
845,Sunny Vale Hotels,Ikotun,"Ikotun, Lagos - 6/7, Osita Onwasoigwe Close, Off Oguntoyinbo Cresc...",NA,Hotel,108,7.0 Very Good,From 6 reviews
846,Happy Days Hotel,Ketu,"Ketu, Lagos - Ikorodu Road, Ketu","₦2,000",Happy Days Hotel,107,NA,NA
847,Utimanik Suite,Ajah,"Ajah, Lagos - Plot 9, Babs Adegbite Off Sunny Villa By Common We...","₦10,000",Hotel,99,NA,NA
848,The Ivory Victoria Island,Victoria Island,"Victoria Island, Lagos - 226A Muri Okunola Street","₦25,000",Hotel,93,NA,NA
849,Spicery Hotel,Yaba,"Yaba, Lagos - 16,Ijaoye Street, Igbobi Sabe, Jibowu, Yaba",NA,Apartment,92,NA,NA
850,Stoneside Hotel And Apartments,Ikeja,"Ikeja, Lagos - No 3 Sobo Arobiodu Street, GRA Ikeja","₦35,000",Hotel,90,NA,NA
851,Royalkaft Hotel And Suites,Ikorodu,"Ikorodu, Lagos -  No3 Bab Sheriff Str, Opp His Glory Estate, Ikorod...","₦15,000",Hotel,88,NA,NA
852,Kelsey Greene Hotel ,Ikeja,"Ikeja, Lagos - 16 Olaniji Street, Julie Estate, Next To Clay Bus ...","₦25,000",Hotel,80,NA,NA
853,Platinum Inn Gee Hotel (Surulere),Surulere,"Surulere, Lagos - 27 Ekololu St, Surulere","₦13,440",Hotel,77,NA,NA
854, Big Fish Restaurant And Bar (ONE),Amuwo Odofin ,"Amuwo-odofin , Lagos - No 208 Road, House 40, Festac Town, Amuwo Odofin","₦9,000",Guest House,67,NA,NA
855,Derose Palace Suites ,Surulere,"Surulere, Lagos - 6B, Taoridi Street, By Bode Thomas Junction","₦11,400",Hotel,66,6.0 Very Good,From 1 review
856,Grand Emperor Hotel,Lekki,"Lekki, Lagos - Block 129, Plot 9 Akinyemi Avenue ","₦15,000",Hotel,64,NA,NA
857,Montrose Hotel,Lekki,"Lekki, Lagos - Plot 5 Aliu Animashaun Street, Off Admiralty Road.","₦35,000",Hotel,62,NA,NA
858,Tenplus Suite,Apapa,"Apapa, Lagos - 36 Sadiku Street Olodi, Apapa Lagos, Nigeria",NA,Hotel,60,NA,NA
859,Bedrock Hotel And Suites,Badagry,"Badagry, Lagos -  Ilogbo Eremi Road, Oko Afo","₦7,000",Hotel,58,NA,NA
860,Seattle  Residences And Spa,Victoria Island,"Victoria Island, Lagos - 12A, Walter Carrington Crescent, Victoria Island","₦505,226",Hotel,58,NA,NA
861,Galpin Suites Ikeja,Ikeja ,"Ikeja , Lagos - No 1, Jafac Close By Alhaji Jimoh Street Off Adeni...","₦20,000",Hotel,53,NA,NA
862,"PRIMAL HOTEL, IKOYI",Ikoyi,"Ikoyi, Lagos - 4b Ruxton Road, Off Bourdillo, Ikoyi","₦30,000",Hotel,53,NA,NA
863,Onikipp Hotel,Yaba,"Yaba, Lagos - 328, Borno Way, Alagomeji Yaba, Lagos","₦6,000",Onikipp Hotel,101,NA,NA
864,Jemadex Kings Hotel Lagos ,Ikorodu ,"Ikorodu , Lagos -  17 Banjo Crescent Known As Nine -nine Agric Bus S...","₦7,000",Hotel,51,NA,NA
865,Suitable Guest House,Surulere,"Surulere, Lagos - 22,Modupe Johnson Crescent, Surulere, Lagos","₦12,000",Hotel,49,7.6 Very Good,From 1 review
866,Maison 55 Hotel,Victoria Island,"Victoria Island, Lagos - 55, Adebisi Omotola Close, Behind Zenith Bank Head...","₦20,000",Hotel,49,NA,NA
867,HOTEL DI ELEGANTE ,Surulere,"Surulere, Lagos - Plot 14 Adelabu Street,  Surulere ","₦13,000",Hotel,45,NA,NA
868,"Honey Debbie Hotel, Suite And Event Centre",Iyana Ipaja,"Iyana-Ipaja, Lagos - 7, Owolabi Ajasa Street, Ikola Eleyin, Ikola, Ipaj...","₦10,000",Hotel,45,NA,NA
869,Capital And County Realty Apartments- Chevron,Victoria Garden City,"Victoria Garden City, Lagos - Chevron","₦20,000",Apartment,40,NA,NA
870,Kaywy Lodge,Ikotun,"Ikotun, Lagos - 23, Alhaji Onilewura Street, Off Liasu Road, Egbe,...","₦7,000",Hotel,38,NA,NA
871,Dulwich Hotels ,Ajao Estate,"Ajao Estate, Lagos - 27, Kaara Street, Off Isolo Way Ajao Estate Lagos ...","₦9,500",Hotel,34,NA,NA
872, Shebet Apartments,Lekki,"Lekki, Lagos - No 43 Lawal Street Gbara Lekki By Jakanda Opp Shop...","₦17,500",Hotel,32,NA,NA
873,Medallion Hospitality Service,,", Lagos - Plot 61 Babatunde Anjous Avenue Off Admiralty Way,...","₦25,000",Hotel,32,NA,NA
874,Supreme Suites,Ikeja,"Ikeja, Lagos - 35, Ogundana Street, Off Allen, Ikeja ","₦15,000",Hotel,30,NA,NA
875,The Gold Apartment,Lekki,"Lekki, Lagos - Block D10 Flat 7, Lekki Gardens Horizon 2 By Meado...","₦40,000",Apartment,30,NA,NA
876,Apollo Hotel,Yaba,"Yaba, Lagos - No 23, Oyediran Estate, Industrial Avenue","₦14,000",Hotel,28,NA,NA
877,Sugarland Apartments Ikeja,Lagos,"Lagos, Lagos - 7/9 Agbaoku Street, Opebi Ikeja","₦40,000",Hotel,27,NA,NA
878,Pacific Hotel And Bar,Ikotun,"Ikotun, Lagos - 1, Apaomo Street, Off Afunrugbin, Ijegun",NA,Hotel,23,NA,NA
879,Apata International Hotel And Suite,Ikotun,"Ikotun, Lagos - 11 Baale Street, Idirogbo Ayobo","₦6,000",Hotel,21,NA,NA
880,Cee's Place Hotel,Aguda,"Aguda, Lagos - 43, Thomas Animashaun Street, Aguda, Off Brown Roa...",NA,Hotel,19,NA,NA
881,Onsight Hotel,Ikorodu,"Ikorodu, Lagos - 1, Adediji Oladeinde Street, Offin Oreta Street, O...",NA,Hotel,17,NA,NA
882,Coded Hotel,Ikorodu,"Ikorodu, Lagos - NO 10 Olabalogun Church Bus-Stop Solomade Ikorodu ...","₦3,000",Hotel,14,NA,NA
883,Suite Supremo,Alimosho,"Alimosho, Lagos - 12,  Abeke Kuduyo Street, Lasu/Isheri Expressway, ...","₦5,000",Hotel,12,NA,NA
884,Hillcrest Hotel,Ikeja,"Ikeja, Lagos - 2 Afolabi Awosanya Street Off Agbaoku Street Opebi","₦28,000",Hotel,10,NA,NA
885,Waypoint Guest House,Ikorodu,"Ikorodu, Lagos - 7, Efunshere Street Opposite Locust Estate","₦3,000",Hotel,10,NA,NA
886,Precious Garden Hotel,Festac,"Festac, Lagos - Plot 1045 422 Road 6th Avenue.","₦4,500",Hotel,421,NA,NA
887,Park Inn By Radisson Service Apartment Formerly (Protea Hotel Victoria Island),Victoria Island,"Victoria Island, Lagos - Plot 1700 Violet Yough Close. Off Adetokunbo Ademo...","₦62,000",Hotel,252,NA,NA
888,"Command Guest House, LAGOS",Apapa,"Apapa, Lagos - Command Guest House, 26 Child Avenue, Apapa, Lagos","₦15,000",Hotel,107,NA,NA
889,Windell Hotels And Suites,Okota,"Okota, Lagos - 18b Mukandasi Street, Off Ago Palace Way, Okota, L...","₦6,000",Windell Hotels And Suites,95,NA,NA
890,Twelve30 Inn Hotel,Epe,"Epe, Lagos - 1, Tolani Agbaje Crescent, Noforija","₦15,000",Hotel,80,NA,NA
891,Muwazoni Hotel,Ojota,"Ojota, Lagos - 22 Ogudu Road ","₦5,000",Muwazoni Hotel,107,NA,NA
892,AdeKazeema Hotel,Palmgrove,"Palmgrove, Lagos - 16 Bolaji Omupo Street, Pedro ","₦4,000",Hotel,82,NA,NA
893,Access Hotel,Ikeja,"Ikeja, Lagos - 9 Irewole Street Off Awosika Bus Stop Opebi","₦8,000",Hotel,181,NA,NA
894,A- Quality Lodging And Suites, Surulere," Surulere, Lagos - 10, Babatunde Street, Off Ogunlana Drive, Lawanson","₦11,500",Hotel,157,NA,NA
895,Xclusive Hotel And Suites ,Lekki,"Lekki, Lagos - 54, Modupe Young Street, Thomas Estate, Ajah, Ibej...","₦4,500",Xclusive Hotel And Suites ,112,NA,NA
896,Virgingold Guest House,Alagbole Ojodu,"Alagbole, Ojodu, Lagos - 1 Prince Hassan Momoh Avenue, Cele Bus Stop, Alagb...","₦3,000",Virgingold Guest House,126,NA,NA
897,Leeds Hotel International,,", Lagos - No 1, Coker Crescent Estate, Black Gate Bus Stop B...","₦4,000",Leeds Hotel International,40,NA,NA
898,Bluesea Hotel,Victoria Island,"Victoria Island, Lagos - 10, Saka Tinubu Street","₦25,000",Hotel,19,NA,NA
899,Jadetes Hotels, Mushin," Mushin, Lagos - 4, Ogidan Street,","₦4,000",Jadetes Hotels,25,NA,NA
900,Let's Go There Hotel (Formerly Maysun International Spot),Egbeda,"Egbeda, Lagos - 23 Babalola Street Akowonjo","₦3,000",Hotel,192,NA,NA
901,Leeds Royal Hotels,Surulere,"Surulere, Lagos - 7, Adegbesan Street, Off Adedoyin Street","₦8,000",Hotel,101,NA,NA
902,De Graft Executives Guest House,Ikeja,"Ikeja, Lagos - 115, Adeniyi Jones Avenue","₦4,000",Hotel,99,NA,NA
903,De Gong Guest House,Akowonjo,"Akowonjo, Lagos - 67, Shasha Road, Shasha",NA,De Gong Guest House,71,NA,NA
904,His Mercy Guest House,Kosofe,"Kosofe, Lagos - 12, Afinjuomo Street, Under Bridge, Mile 12.","₦3,500",Hotel,62,NA,NA
905,Sobsal Hotel,Ojo,"Ojo, Lagos - 151, Ojo Igbede Rd White House Bus Stop Ajangbadi.","₦2,200",Hotel,56,NA,NA
906,Toomo Hotel,Igando,"Igando, Lagos - 37, Akind Street",NA,Toomo Hotel,56,NA,NA
907,Westown Hotel,Ikeja,"Ikeja, Lagos - 7, Sheraton-Opebi Link Road, Ikeja-Lagos","₦35,000",Luxury Hotel,826,6.6 Very Good,From 20 reviews
908,Moonshine Hotel,Lagos Island,"Lagos Island, Lagos - 84, Moshalashi Street, Obalende ","₦5,000",Hotel,497,6.0 Very Good,From 13 reviews
909,Milestone Hotel ,Ajah,"Ajah, Lagos - 2/4 Milestone Close, Skido Bus-stop, Ado Road, Aja...","₦12,000",Hotel,490,6.2 Very Good,From 20 reviews
910,Westville Guest House And Lounge,Lekki Phase 1,"Lekki Phase 1, Lagos - 3 Wole Ariyo Street, Lekki Phase 1, Lagos Nigeria","₦20,000",Guest House,376,NA,NA
911,Presken Hotel Maryland (formerly Solace Hotel),Ikeja,"Ikeja, Lagos - 1 Shonny Way, Shonibare Estate, Off Mobolaji Bank ...","₦13,250",Hotel,341,NA,NA
912,Jabita Intercontinental Hotel,Ikeja,"Ikeja, Lagos - 144 Obafemi Awolowo Way","₦10,000",Hotel,263,NA,NA
